uid,breed,ani_age,date,weight,is_medical,product_group,product_name,product_count,wellness_plan,visit_number,visit_more_than_once,max_num_visit,first_visit_spend,total_future_spend
3_3926,border collie mix,3.0,2020-10-31,50.0,1,Professional Services,Examination,0,0,1,0,1,148.0,0.0
3_3926,border collie mix,3.0,2020-10-31,50.0,1,Professional Services,Anal Sac Expression,0,0,1,0,1,148.0,0.0
3_3926,border collie mix,3.0,2020-10-31,50.0,1,Professional Services,VetsNow Exam Discount,0,0,1,0,1,148.0,0.0
3_3928,pit bull,4.0,2020-10-30,67.0,0,Boarding,Double Bubble Bath Ears Nails $30 10-30-2020 -> 10-30-2020,0,0,1,1,8,30.0,871.26
3_3929,West Highland White Terrier,,2020-10-31,11.0,1,Professional Services,Examination,0,0,1,0,1,174.05,0.0
3_3929,West Highland White Terrier,,2020-10-31,11.0,1,Medication,NeoPolyDex Ophthalmic Suspension 5mL,0,0,1,0,1,174.05,0.0
3_3929,West Highland White Terrier,,2020-10-31,11.0,1,Medication,Cefpodoxime Tablets 100mg (Per Tablet),0,0,1,0,1,174.05,0.0
3_3929,West Highland White Terrier,,2020-10-31,11.0,1,Medication,"Dexamethasone, 2 mg/mL Injectable",0,0,1,0,1,174.05,0.0
3_3929,West Highland White Terrier,,2020-10-31,11.0,1,Medication,Prednisolone tablets 20mg,0,0,1,0,1,174.05,0.0
3_3929,West Highland White Terrier,,2020-10-31,11.0,1,Parasite Control,Simparica 22.1-44 lbs - per dose,0,0,1,0,1,174.05,0.0
3_3930,Doberman Pinscher,2.0,2020-10-31,40.0,1,Professional Services,Examination,0,0,1,0,1,91.0,0.0
3_3930,Doberman Pinscher,2.0,2020-10-31,40.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,0,1,91.0,0.0
3_3930,Doberman Pinscher,2.0,2020-10-31,40.0,1,Medication,Ostifen (Carprofen) Chewable 25mg,0,0,1,0,1,91.0,0.0
3_3932,Yorkshire Terrier,,2020-11-03,11.0,1,Wellness Plan Fees,Wellness Enrollment Fee,0,7,1,1,10,152.56,360.16
3_3932,Yorkshire Terrier,,2020-11-03,11.0,1,Parasite Control,"Revolution Plus (Feline, Gold), 2.8-5.5# - per dose",0,7,1,1,10,152.56,360.16
3_3932,Yorkshire Terrier,,2020-11-03,11.0,1,Vaccinations,FVRCP (Booster),0,7,1,1,10,152.56,360.16
3_3932,Yorkshire Terrier,,2020-11-03,11.0,1,Laboratory - Antech,Antech Ova and Parasite,0,7,1,1,10,152.56,360.16
3_3932,Yorkshire Terrier,,2020-11-03,11.0,1,Wellness Plan Fees,Wellness Subscription Fee,0,7,1,1,10,152.56,360.16
3_3932,Yorkshire Terrier,,2020-11-03,11.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,7,1,1,10,152.56,360.16
3_3932,Yorkshire Terrier,,2020-11-03,11.0,1,Professional Services,Examination,0,7,1,1,10,152.56,360.16
3_3934,German Shepherd Dog,,2020-10-31,65.0,1,Professional Services,Examination,0,0,1,0,1,209.0,0.0
3_3934,German Shepherd Dog,,2020-10-31,65.0,1,Diagnostics,Comprehensive Diagnostic (),0,0,1,0,1,209.0,0.0
3_3934,German Shepherd Dog,,2020-10-31,65.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,0,1,209.0,0.0
3_3934,German Shepherd Dog,,2020-10-31,65.0,1,Diagnostics,Hematology (),0,0,1,0,1,209.0,0.0
3_3936,jack russel/shepherd mix,,2020-11-06,25.0,1,Professional Services,Examination,0,0,1,1,8,633.9,2999.64
3_3936,jack russel/shepherd mix,,2020-11-06,25.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,8,633.9,2999.64
3_3936,jack russel/shepherd mix,,2020-11-06,25.0,1,Parasite Control,Simparica Trio (Puppy Dose),0,0,1,1,8,633.9,2999.64
3_3936,jack russel/shepherd mix,,2020-11-06,25.0,1,Laboratory - Antech,Antech Ova and Parasite,0,0,1,1,8,633.9,2999.64
3_3936,jack russel/shepherd mix,,2020-11-06,25.0,1,Vaccinations,DHLPP (Booster),0,0,1,1,8,633.9,2999.64
3_3936,jack russel/shepherd mix,,2020-11-06,25.0,1,Medication,Panacur Dog Granules per gram (10#),0,0,1,1,8,633.9,2999.64
3_3937,German Shepherd Dog,2.0,2020-11-03,50.0,1,Wellness Plan Fees,Wellness Subscription Fee,0,5,1,1,11,213.87,712.29
3_3937,German Shepherd Dog,2.0,2020-11-03,50.0,1,Diagnostics,Fluorescein Stain,0,5,1,1,11,213.87,712.29
3_3937,German Shepherd Dog,2.0,2020-11-03,50.0,1,Medication,Tobramycin Oph Sol .3% 5 mL,0,5,1,1,11,213.87,712.29
3_3937,German Shepherd Dog,2.0,2020-11-03,50.0,1,Wellness Plan Fees,Wellness Enrollment Fee,0,5,1,1,11,213.87,712.29
3_3937,German Shepherd Dog,2.0,2020-11-03,50.0,1,Professional Services,Examination,0,5,1,1,11,213.87,712.29
3_3938,German Shepherd Dog,,2020-11-02,35.0,1,Professional Services,Examination,0,0,1,0,1,98.37,0.0
3_3938,German Shepherd Dog,,2020-11-02,35.0,0,Retail,Bendebone Peanut Butter Small,0,0,1,0,1,98.37,0.0
3_3938,German Shepherd Dog,,2020-11-02,35.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,0,1,98.37,0.0
3_3938,German Shepherd Dog,,2020-11-02,35.0,1,Promotions,$30 off per callc enter,0,0,1,0,1,98.37,0.0
3_3938,German Shepherd Dog,,2020-11-02,35.0,1,Medication,Amoxicillin/Clavulanate 200 mg/28.5 mg per 5 mL (50 ml),0,0,1,0,1,98.37,0.0
3_3938,German Shepherd Dog,,2020-11-02,35.0,1,Medication,"Dexamethasone, 2 mg/mL Injectable",0,0,1,0,1,98.37,0.0
3_3939,Corgi mix,,2020-11-06,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,5,100.0,423.69
3_3939,Corgi mix,,2020-11-06,0.0,0,Tips,Tip,0,0,1,1,5,100.0,423.69
3_3942,standard poodle,,2020-11-04,45.0,1,Professional Services,Examination,0,0,1,0,1,69.0,0.0
3_3942,standard poodle,,2020-11-04,45.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,0,1,69.0,0.0
3_3944,Dalmatian,3.0,2020-11-03,35.0,1,Wellness Plan Fees,Wellness Enrollment Fee,0,6,1,1,10,140.0,389.95
3_3944,Dalmatian,3.0,2020-11-03,35.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,6,1,1,10,140.0,389.95
3_3944,Dalmatian,3.0,2020-11-03,35.0,1,Vaccinations,DHPP (Booster),0,6,1,1,10,140.0,389.95
3_3944,Dalmatian,3.0,2020-11-03,35.0,1,Wellness Plan Fees,Wellness Subscription Fee,0,6,1,1,10,140.0,389.95
3_3944,Dalmatian,3.0,2020-11-03,35.0,1,Laboratory - Antech,Antech Ova and Parasite,0,6,1,1,10,140.0,389.95
3_3944,Dalmatian,3.0,2020-11-03,35.0,1,Promotions,boosters in 3-4 weeks,0,6,1,1,10,140.0,389.95
3_3948,Siberian Husky,,2020-11-07,35.0,0,Tips,Tip,0,0,1,0,1,73.18,0.0
3_3948,Siberian Husky,,2020-11-07,35.0,0,Retail,The Rawhide Express Natural Doughnut,0,0,1,0,1,73.18,0.0
3_3948,Siberian Husky,,2020-11-07,35.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,73.18,0.0
3_3948,Siberian Husky,,2020-11-07,35.0,0,Retail,REDBARN BULLY STICK 30 IN,0,0,1,0,1,73.18,0.0
3_3949,Shih Tzu/ Terrier mix,,2020-11-07,12.0,0,Boarding,First Day Free trial daycare,0,0,1,0,1,12.0,0.0
3_3949,Shih Tzu/ Terrier mix,,2020-11-07,12.0,0,Tips,Tip,0,0,1,0,1,12.0,0.0
3_3950,Wolf/Shepherd mix,,2020-11-06,45.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,50.0,117.0
3_3951,English Mastiff Reverse Brindle,2.0,2020-11-04,50.0,1,Professional Services,Examination,0,0,1,1,2,159.0,366.63
3_3951,English Mastiff Reverse Brindle,2.0,2020-11-04,50.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,2,159.0,366.63
3_3951,English Mastiff Reverse Brindle,2.0,2020-11-04,50.0,1,Vaccinations,Canine Rabies (1 year),0,0,1,1,2,159.0,366.63
3_3951,English Mastiff Reverse Brindle,2.0,2020-11-04,50.0,1,Vaccinations,DHPP (1 year),0,0,1,1,2,159.0,366.63
3_3952,owner couldnt give discernable breed.../MIX,,2020-11-04,35.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,4,47.0,192.0
3_3952,owner couldnt give discernable breed.../MIX,,2020-11-04,35.0,0,Tips,Tip,0,0,1,1,4,47.0,192.0
3_3954,Border Collie,,2020-11-05,40.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,40.0,80.0
3_3955,Pitt Tan,2.0,2020-11-04,42.0,0,Staff Bath,Basic Bath,0,0,1,0,1,70.0,0.0
3_3956,German Shepherd Dog,,2020-11-06,0.0,1,Professional Services,Examination,0,0,1,1,4,430.76,268.7
3_3956,German Shepherd Dog,,2020-11-06,0.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,4,430.76,268.7
3_3956,German Shepherd Dog,,2020-11-06,0.0,1,Vaccinations,DHPP1yr Lepto needs booster,0,0,1,1,4,430.76,268.7
3_3956,German Shepherd Dog,,2020-11-06,0.0,1,Parasite Control,Simparica Trio 11.1-22 lbs - per dose,0,0,1,1,4,430.76,268.7
3_3956,German Shepherd Dog,,2020-11-06,0.0,1,Professional Services,Nail trim (Routine),0,0,1,1,4,430.76,268.7
3_3956,German Shepherd Dog,,2020-11-06,0.0,1,Vaccinations,Canine Rabies (1 year),0,0,1,1,4,430.76,268.7
3_3956,German Shepherd Dog,,2020-11-06,0.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,1,4,430.76,268.7
3_3956,German Shepherd Dog,,2020-11-06,0.0,1,Laboratory - Antech,Antech Ova and Parasite,0,0,1,1,4,430.76,268.7
3_3956,German Shepherd Dog,,2020-11-06,0.0,1,Laboratory - In-house,Vetscan Rapid Heartworm Test,0,0,1,1,4,430.76,268.7
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,1,Professional Services,Examination,0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,0,Retail,DITK LOVE ME TENDER 2.8 OZ,0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,0,Retail,ULTRA KIBBLE KEEPER 20 LB,0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,0,Retail,Treat Tote 1 Cup,0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,0,Retail,DITK LAMBURGINI2.8 OZ,0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,0,Retail,Poop Bag Single Roll $1,0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,1,Vaccinations,DHPP (Booster),0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,1,Parasite Control,Simparica Trio 5.6-11 lbs - per dose,0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,0,Retail,Nylabone petite bacon flavor,0,0,1,1,2,229.6,161.34
3_3957,Aussie Doodle,3.0,2020-11-05,43.0,1,Promotions,boosters in 3-4 weeks,0,0,1,1,2,229.6,161.34
3_3958,Boxer,2.0,2020-11-07,36.0,1,Laboratory - Antech,Antech Ova and Parasite,0,4,1,1,11,140.0,408.24
3_3958,Boxer,2.0,2020-11-07,36.0,1,Wellness Plan Fees,Wellness Subscription Fee,0,4,1,1,11,140.0,408.24
3_3958,Boxer,2.0,2020-11-07,36.0,1,Wellness Plan Fees,Wellness Enrollment Fee,0,4,1,1,11,140.0,408.24
3_3958,Boxer,2.0,2020-11-07,36.0,1,Professional Services,Examination,0,4,1,1,11,140.0,408.24
3_3961,mix,,2020-11-06,13.0,1,Professional Services,Examination,0,0,1,0,1,170.99,0.0
3_3961,mix,,2020-11-06,13.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,0,1,170.99,0.0
3_3961,mix,,2020-11-06,13.0,0,Retail,"Baked Treats : 6"" Birthday Bone",0,0,1,0,1,170.99,0.0
3_3961,mix,,2020-11-06,13.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,170.99,0.0
3_3962,mini Dachshund,,2020-11-09,0.0,0,Tips,Tip,0,0,1,1,4,55.0,106.0
3_3962,mini Dachshund,,2020-11-09,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,4,55.0,106.0
3_3962,mini Dachshund,,2020-11-09,0.0,0,Staff Bath,Teeth Brushing,0,0,1,1,4,55.0,106.0
3_3965,Labrador Retriever,,2020-11-05,0.0,1,Professional Services,Examination,0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-05,0.0,1,Professional Services,Subcutaneous Fluids,0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-05,0.0,1,Medication,"Cerenia, 16 mg Tablets Box of 4",0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-05,0.0,1,Medication,"Nutri-Cal Palatable High-Calorie Nutritional Supplement gel, 4.25Oz",0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-05,0.0,1,Medication,"Metronidazole, 500 mg Tablets",0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-05,0.0,1,Laboratory - In-house,VetScan Rapid Parvo Test,0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-05,0.0,1,Medication,"Cerenia, 10mg/mL Injection per mL",0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-05,0.0,1,Medication,Panacur Dog Granules per gram (10#),0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-06,0.0,1,Parasite Control,Simparica 11.1-22 lbs - per dose,0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-06,0.0,1,Medication,Amoxicillin/Clavulanate 200 mg/28.5 mg per 5 mL (50 ml),0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-06,0.0,1,Medication,Normosol (Norm-R) 1L bag,0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-06,0.0,1,Medication,"Sucralfate, 1 gram Tablet",0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-06,0.0,1,Hospital Supplies,"Iv Extension Set With Luer Lock, 21",0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-06,0.0,1,RX Diets,"Pro Plan Veterinary Diets En gastroenteric, Canine Formula, 13.4Oz",0,0,1,1,5,494.58,460.8
3_3965,Labrador Retriever,,2020-11-06,0.0,1,Professional Services,Recheck Exam,0,0,1,1,5,494.58,460.8
3_3966,pit bull,2.0,2020-11-05,30.0,1,Professional Services,Examination,0,0,1,0,1,220.14,0.0
3_3966,pit bull,2.0,2020-11-05,30.0,1,Diagnostics,Schirmer tear test,0,0,1,0,1,220.14,0.0
3_3966,pit bull,2.0,2020-11-05,30.0,1,Vaccinations,Canine Rabies (1 year),0,0,1,0,1,220.14,0.0
3_3966,pit bull,2.0,2020-11-05,30.0,1,Medication,"Dexamethasone, 2 mg/mL Injectable",0,0,1,0,1,220.14,0.0
3_3966,pit bull,2.0,2020-11-05,30.0,1,Diagnostics,Fluorescein Stain,0,0,1,0,1,220.14,0.0
3_3966,pit bull,2.0,2020-11-05,30.0,1,Medication,"NeoPolyBac Ophthalmic Ointment, 3.5g",0,0,1,0,1,220.14,0.0
3_3968,Bulldog,,2020-11-11,25.0,1,Professional Services,Examination,0,0,1,0,1,446.64,0.0
3_3968,Bulldog,,2020-11-11,25.0,1,Vaccinations,DHLPP (1 year),0,0,1,0,1,446.64,0.0
3_3968,Bulldog,,2020-11-11,25.0,1,Vaccinations,Canine Bivalent Influenza H3N2/H3N8 (Initial booster),0,0,1,0,1,446.64,0.0
3_3968,Bulldog,,2020-11-11,25.0,1,Laboratory - Antech,Antech Vet Screen w/ CBC,0,0,1,0,1,446.64,0.0
3_3968,Bulldog,,2020-11-11,25.0,1,Laboratory - Antech,Antech Ova and Parasite,0,0,1,0,1,446.64,0.0
3_3968,Bulldog,,2020-11-11,25.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,0,1,446.64,0.0
3_3968,Bulldog,,2020-11-11,25.0,1,Laboratory - Antech,Antech Heartworm Antigen-Canine Add-On,0,0,1,0,1,446.64,0.0
3_3968,Bulldog,,2020-11-11,25.0,0,Grooming (Full Service),Full Service Groom,0,0,1,0,1,446.64,0.0
3_3969,morkie,,2020-11-06,0.0,1,Professional Services,Examination,0,0,1,1,3,574.12,569.91
3_3969,morkie,,2020-11-06,0.0,1,Medication,"Hydroxyzine, 25 mg Tablets",0,0,1,1,3,574.12,569.91
3_3969,morkie,,2020-11-06,0.0,1,Laboratory - Antech,Antech Urinalysis-Complete,0,0,1,1,3,574.12,569.91
3_3969,morkie,,2020-11-06,0.0,1,Laboratory - In-house,Junior Screen (In house),0,0,1,1,3,574.12,569.91
3_3969,morkie,,2020-11-06,0.0,1,Diagnostics,Hematology (),0,0,1,1,3,574.12,569.91
3_3969,morkie,,2020-11-06,0.0,1,Laboratory - Antech,Antech Canine Respiratory PCR Panel,0,0,1,1,3,574.12,569.91
3_3969,morkie,,2020-11-06,0.0,1,Medication,"Doxycycline, 100 mg Tablets",0,0,1,1,3,574.12,569.91
3_3969,morkie,,2020-11-06,0.0,1,Diagnostics,Comprehensive Diagnostic (),0,0,1,1,3,574.12,569.91
3_3969,morkie,,2020-11-06,0.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,1,3,574.12,569.91
3_3969,morkie,,2020-11-06,0.0,1,Professional Services,Cystocentesis,0,0,1,1,3,574.12,569.91
3_3970,English Setter,2.0,2020-11-10,20.0,1,Professional Services,Examination,0,0,1,1,2,245.88,313.9
3_3970,English Setter,2.0,2020-11-10,20.0,1,Parasite Control,"Revolution Plus (Feline, Green), 11.1-22# - per dose",0,0,1,1,2,245.88,313.9
3_3970,English Setter,2.0,2020-11-10,20.0,1,Vaccinations,Feline Rabies (1 year),0,0,1,1,2,245.88,313.9
3_3971,English Bulldog,,2020-11-10,70.0,1,Professional Services,Examination,0,0,1,1,2,86.07,16.63
3_3971,English Bulldog,,2020-11-10,70.0,1,Parasite Control,Simparica 11.1-22 lbs - per dose,0,0,1,1,2,86.07,16.63
3_3972,Terrier mix,,2020-11-10,0.0,1,Professional Services,Examination,0,0,1,1,3,157.36,58.04
3_3972,Terrier mix,,2020-11-10,0.0,1,Medication,TrizChlor 4 Shampoo,0,0,1,1,3,157.36,58.04
3_3972,Terrier mix,,2020-11-10,0.0,1,Parasite Control,Simparica 22.1-44 lbs - per dose,0,0,1,1,3,157.36,58.04
3_3972,Terrier mix,,2020-11-10,0.0,1,Vaccinations,Canine Rabies (1 year),0,0,1,1,3,157.36,58.04
3_3973,Shih Tzu,9.0,2020-11-07,5.0,1,Professional Services,Examination,0,0,1,0,1,145.72,0.0
3_3973,Shih Tzu,9.0,2020-11-07,5.0,1,Dentistry & Oral Surgery,Dental cleaning recommended,0,0,1,0,1,145.72,0.0
3_3973,Shih Tzu,9.0,2020-11-07,5.0,1,Medication,"Convenia, 80 mg/mL Injection per mL",0,0,1,0,1,145.72,0.0
3_3974,Shorkie,2.0,2020-11-07,8.0,1,Professional Services,Examination,0,0,1,0,1,227.43,0.0
3_3974,Shorkie,2.0,2020-11-07,8.0,1,Parasite Control,Drontal Plus Taste Tabs (68mg/26-60#),0,0,1,0,1,227.43,0.0
3_3974,Shorkie,2.0,2020-11-07,8.0,1,Parasite Control,Simparica 22.1-44 lbs - per dose,0,0,1,0,1,227.43,0.0
3_3975,Bernese/Aussie,,2020-11-06,80.0,1,Professional Services,Examination,0,0,1,0,1,183.22,0.0
3_3975,Bernese/Aussie,,2020-11-06,80.0,1,Professional Services,VetsNow Exam Discount,0,0,1,0,1,183.22,0.0
3_3975,Bernese/Aussie,,2020-11-06,80.0,1,Medication,"Sucralfate, 1 gram Tablet",0,0,1,0,1,183.22,0.0
3_3975,Bernese/Aussie,,2020-11-06,80.0,1,Laboratory - Antech,Antech Ova and Parasite,0,0,1,0,1,183.22,0.0
3_3975,Bernese/Aussie,,2020-11-06,80.0,1,Supplements/OTCs,Feline Fortiflora per sachet,0,0,1,0,1,183.22,0.0
3_3976,Golden Retriever,,2020-11-06,0.0,1,Professional Services,Examination,0,0,1,0,1,87.6,0.0
3_3976,Golden Retriever,,2020-11-06,0.0,1,Medication,"Metronidazole, 500 mg Tablets",0,0,1,0,1,87.6,0.0
3_3980,Yorkshire Terrier,,2020-11-14,11.02,0,Grooming (Full Service),De-Shedding Treatment,0,0,1,1,2,59.29,80.0
3_3980,Yorkshire Terrier,,2020-11-14,11.02,0,Retail,Chuck it ball launcher medium,0,0,1,1,2,59.29,80.0
3_3980,Yorkshire Terrier,,2020-11-14,11.02,0,Grooming (Full Service),Full Service Groom,0,0,1,1,2,59.29,80.0
3_3983,Rottweiler/Black and Tan,8.0,2020-11-09,0.0,1,Professional Services,Examination,0,0,1,0,1,71.29,0.0
3_3983,Rottweiler/Black and Tan,8.0,2020-11-09,0.0,0,Retail,Baked Treats : Regular Cookies,0,0,1,0,1,71.29,0.0
3_3985,BIRD!!!,,2020-11-20,0.0,1,Wellness Plan Fees,Wellness Subscription Fee,0,9,1,1,11,115.0,904.11
3_3985,BIRD!!!,,2020-11-20,0.0,1,Vaccinations,DHPP (Booster),0,9,1,1,11,115.0,904.11
3_3985,BIRD!!!,,2020-11-20,0.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,9,1,1,11,115.0,904.11
3_3985,BIRD!!!,,2020-11-20,0.0,1,Wellness Plan Fees,Wellness Enrollment Fee,0,9,1,1,11,115.0,904.11
3_3985,BIRD!!!,,2020-11-20,0.0,1,Vaccinations,Bordetella (Intranasal),0,9,1,1,11,115.0,904.11
3_3985,BIRD!!!,,2020-11-20,0.0,1,Promotions,$25 Off Wellness Plan Enrollment Fee,0,9,1,1,11,115.0,904.11
3_3985,BIRD!!!,,2020-11-20,0.0,1,Laboratory - Antech,Antech Ova and Parasite,0,9,1,1,11,115.0,904.11
3_3985,BIRD!!!,,2020-11-20,0.0,1,Parasite Control,Simparica Trio (Puppy Dose),0,9,1,1,11,115.0,904.11
3_3985,BIRD!!!,,2020-11-20,0.0,1,Professional Services,Examination,0,9,1,1,11,115.0,904.11
3_3986,0.0,,2020-11-09,0.0,1,Laboratory - In-house,Vetscan Rapid FeLV/FIV Test,0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Wellness Plan Fees,Wellness Enrollment Fee,0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Wellness Plan Fees,Wellness Subscription Fee,0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Hospital Supplies,Microchip implantation and registration,0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Medication,Amoxicillin/Clavulanate 200 mg/28.5 mg per 5 mL (50 ml),0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Vaccinations,Feline Leukemia (Initial booster),0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Promotions,$25 Off Wellness Plan Enrollment Fee,0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Parasite Control,"Revolution Plus (Feline, Orange), 5.6-11# per dose",0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Vaccinations,FVRCP (Booster),0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Vaccinations,Feline Rabies (1 year),0,11,1,1,8,211.57,472.04
3_3986,0.0,,2020-11-09,0.0,1,Professional Services,Examination,0,11,1,1,8,211.57,472.04
3_3990,Pit Bull White,,2020-11-11,0.0,0,Boarding,Daycare 11-11-2020 -> 11-11-2020,0,0,1,1,3,50.0,40.0
3_3990,Pit Bull White,,2020-11-12,0.0,0,Boarding,Daycare 11-12-2020 -> 11-12-2020,0,0,1,1,3,50.0,40.0
3_3991,Schnauzer mix,,2020-11-12,0.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,6,152.0,584.42
3_3991,Schnauzer mix,,2020-11-12,0.0,0,Tips,Tip,0,0,1,1,6,152.0,584.42
3_3993,Yorkie- Black and Tan,,2020-11-09,8.0,1,Professional Services,Examination,0,0,1,1,3,177.89,162.91
3_3993,Yorkie- Black and Tan,,2020-11-09,8.0,1,Medication,Cefpodoxime Tablets 100mg (Per Tablet),0,0,1,1,3,177.89,162.91
3_3993,Yorkie- Black and Tan,,2020-11-09,8.0,1,Diagnostics,Skin Scrape,0,0,1,1,3,177.89,162.91
3_3993,Yorkie- Black and Tan,,2020-11-09,8.0,1,Medication,Shampoo Vetraseb CK Plus,0,0,1,1,3,177.89,162.91
3_3995,Dachsund,,2020-11-09,0.0,1,Wellness Plan Fees,Wellness Subscription Fee,0,7,1,1,8,140.0,369.0
3_3995,Dachsund,,2020-11-09,0.0,1,Medication,"Pyrantel Pamoate, 50mg/mL per mL",0,7,1,1,8,140.0,369.0
3_3995,Dachsund,,2020-11-09,0.0,1,Vaccinations,Bordetella (Intranasal),0,7,1,1,8,140.0,369.0
3_3995,Dachsund,,2020-11-09,0.0,1,Wellness Plan Fees,Wellness Enrollment Fee,0,7,1,1,8,140.0,369.0
3_3995,Dachsund,,2020-11-09,0.0,1,Vaccinations,DHPP (Booster),0,7,1,1,8,140.0,369.0
3_3995,Dachsund,,2020-11-09,0.0,1,Parasite Control,Simparica Trio (Puppy Dose),0,7,1,1,8,140.0,369.0
3_3995,Dachsund,,2020-11-09,0.0,1,Professional Services,Examination,0,7,1,1,8,140.0,369.0
3_3997,Pit Bull/ Blue Nose,7.0,2020-11-12,65.0,0,Grooming (Full Service),Full Service Groom,0,0,1,1,3,70.0,140.0
3_3999,Labradoodle/ Chocolate,6.0,2020-11-10,0.0,1,Professional Services,Examination,0,0,1,1,3,153.96,335.85
3_3999,Labradoodle/ Chocolate,6.0,2020-11-10,0.0,1,Vaccinations,Bordetella (Intranasal),0,0,1,1,3,153.96,335.85
3_3999,Labradoodle/ Chocolate,6.0,2020-11-10,0.0,0,Retail,U/A KONG FLOPPY KNT OX MD/LG    DOG TOY,0,0,1,1,3,153.96,335.85
3_3999,Labradoodle/ Chocolate,6.0,2020-11-10,0.0,1,Vaccinations,DHLPP (1 year),0,0,1,1,3,153.96,335.85
3_4001,Italian Greyhound,7.0,2020-11-10,11.0,1,Professional Services,Examination,0,0,1,0,1,244.31,0.0
3_4001,Italian Greyhound,7.0,2020-11-10,11.0,1,Medication,Shampoo Vetraseb CK Plus,0,0,1,0,1,244.31,0.0
3_4001,Italian Greyhound,7.0,2020-11-10,11.0,1,Parasite Control,Simparica 22.1-44 lbs - per dose,0,0,1,0,1,244.31,0.0
3_4001,Italian Greyhound,7.0,2020-11-10,11.0,1,Diagnostics,Skin Scrape,0,0,1,0,1,244.31,0.0
